#TYPE System.Management.Automation.PSCustomObject,,,,,
"Date","Time","Total","InUse","Free","PctUsed"
"10/31/2017","2:35:00 PM","3000","1726","1274","58"
"10/31/2017","2:40:00 PM","3000","1647","1353","55"
"10/31/2017","2:45:00 PM","3000","678","2322","23"
"10/31/2017","2:50:00 PM","3000","2125","875","71"
"10/31/2017","2:55:00 PM","3000","689","2311","23"
"10/31/2017","3:00:00 PM","3000","1856","1144","62"
"10/31/2017","3:05:00 PM","3000","1684","1316","56"
"10/31/2017","3:10:00 PM","3000","798","2202","27"
"10/31/2017","3:15:00 PM","3000","1664","1336","55"
"10/31/2017","3:20:00 PM","3000","533","2467","18"
"10/31/2017","3:25:00 PM","3000","2665","335","89"
"10/31/2017","3:30:00 PM","3000","2080","920","69"
"10/31/2017","3:35:00 PM","3000","2353","647","78"
"10/31/2017","3:40:00 PM","3000","2417","583","81"
"10/31/2017","3:45:00 PM","3000","1570","1430","52"
"10/31/2017","3:55:00 PM","3000","1192","1808","40"
"10/31/2017","4:00:00 PM","3000","1930","1070","64"
"10/31/2017","4:05:00 PM","3000","819","2181","27"
"10/31/2017","4:10:00 PM","3000","1587","1413","53"
"10/31/2017","4:15:00 PM","3000","1926","1074","64"
"10/31/2017","4:20:00 PM","3000","866","2134","29"
"10/31/2017","4:25:00 PM","3000","1754","1246","58"
"10/31/2017","4:30:00 PM","3000","2340","660","78"
"10/31/2017","4:35:00 PM","3000","1475","1525","49"
"10/31/2017","4:40:00 PM","3000","997","2003","33"
"10/31/2017","4:45:00 PM","3000","2227","773","74"
"10/31/2017","4:50:00 PM","3000","1749","1251","58"
"10/31/2017","4:55:00 PM","3000","1012","1988","34"
"10/31/2017","5:00:00 PM","3000","1493","1507","50"
"10/31/2017","5:05:00 PM","3000","811","2189","27"
"10/31/2017","5:10:00 PM","3000","1597","1403","53"
"10/31/2017","5:15:00 PM","3000","1196","1804","40"
"10/31/2017","5:20:00 PM","3000","576","2424","19"
"10/31/2017","5:25:00 PM","3000","589","2411","20"
"10/31/2017","5:30:00 PM","3000","571","2429","19"
"10/31/2017","5:35:00 PM","3000","971","2029","32"
"10/31/2017","5:40:00 PM","3000","1017","1983","34"
"10/31/2017","5:45:00 PM","3000","1836","1164","61"
"10/31/2017","5:50:00 PM","3000","1911","1089","64"
"10/31/2017","5:55:00 PM","3000","2456","544","82"
"10/31/2017","6:00:00 PM","3000","2358","642","79"
"10/31/2017","6:05:00 PM","3000","786","2214","26"
"10/31/2017","6:10:00 PM","3000","2256","744","75"
"10/31/2017","6:15:00 PM","3000","2666","334","89"
"10/31/2017","6:20:00 PM","3000","1511","1489","50"
"10/31/2017","6:25:00 PM","3000","1219","1781","41"
"10/31/2017","6:30:00 PM","3000","2247","753","75"
"10/31/2017","6:35:00 PM","3000","1486","1514","50"
"10/31/2017","6:40:00 PM","3000","1756","1244","59"
"10/31/2017","6:45:00 PM","3000","1271","1729","42"
"10/31/2017","6:50:00 PM","3000","1273","1727","42"
"10/31/2017","6:55:00 PM","3000","2192","808","73"
"10/31/2017","7:00:00 PM","3000","2005","995","67"
"10/31/2017","7:05:00 PM","3000","849","2151","28"
"10/31/2017","7:10:00 PM","3000","1378","1622","46"
"10/31/2017","7:15:00 PM","3000","2187","813","73"
"10/31/2017","7:20:00 PM","3000","1806","1194","60"
"10/31/2017","7:25:00 PM","3000","1626","1374","54"
"10/31/2017","7:30:00 PM","3000","1588","1412","53"
"10/31/2017","7:35:00 PM","3000","740","2260","25"
"10/31/2017","7:40:00 PM","3000","626","2374","21"
"10/31/2017","7:45:00 PM","3000","1341","1659","45"
"10/31/2017","7:50:00 PM","3000","944","2056","31"
"10/31/2017","7:55:00 PM","3000","1394","1606","46"
"10/31/2017","8:00:00 PM","3000","2511","489","84"
"10/31/2017","8:05:00 PM","3000","1087","1913","36"
"10/31/2017","8:10:00 PM","3000","1502","1498","50"
"10/31/2017","8:15:00 PM","3000","564","2436","19"
"10/31/2017","8:20:00 PM","3000","1095","1905","37"
"10/31/2017","8:25:00 PM","3000","2023","977","67"
"10/31/2017","8:30:00 PM","3000","1659","1341","55"
"10/31/2017","8:35:00 PM","3000","2504","496","83"
"10/31/2017","8:40:00 PM","3000","2294","706","76"
"10/31/2017","8:45:00 PM","3000","1735","1265","58"
"10/31/2017","8:50:00 PM","3000","754","2246","25"
"10/31/2017","8:55:00 PM","3000","2426","574","81"
"10/31/2017","9:00:00 PM","3000","1559","1441","52"
"10/31/2017","9:05:00 PM","3000","1302","1698","43"
"10/31/2017","9:10:00 PM","3000","1358","1642","45"
"10/31/2017","9:15:00 PM","3000","1462","1538","49"
"10/31/2017","9:20:00 PM","3000","2175","825","73"
"10/31/2017","9:25:00 PM","3000","651","2349","22"
"10/31/2017","9:30:00 PM","3000","1414","1586","47"
"10/31/2017","9:35:00 PM","3000","1976","1024","66"
"10/31/2017","9:40:00 PM","3000","871","2129","29"
"10/31/2017","9:45:00 PM","3000","1198","1802","40"
"10/31/2017","9:50:00 PM","3000","876","2124","29"
"10/31/2017","9:55:00 PM","3000","2579","421","86"
"10/31/2017","10:00:00 PM","3000","575","2425","19"
"10/31/2017","10:05:00 PM","3000","718","2282","24"
"10/31/2017","10:10:00 PM","3000","1966","1034","66"
"10/31/2017","10:20:00 PM","3000","2089","911","70"
"10/31/2017","10:25:00 PM","3000","1147","1853","38"
"10/31/2017","10:30:00 PM","3000","1248","1752","42"
"10/31/2017","10:35:00 PM","3000","1730","1270","58"
"10/31/2017","10:40:00 PM","3000","937","2063","31"
"10/31/2017","10:45:00 PM","3000","1827","1173","61"
"10/31/2017","10:50:00 PM","3000","1709","1291","57"
"10/31/2017","10:55:00 PM","3000","987","2013","33"
"10/31/2017","11:00:00 PM","3000","1269","1731","42"
"10/31/2017","11:05:00 PM","3000","1288","1712","43"
"10/31/2017","11:10:00 PM","3000","2351","649","78"
"10/31/2017","11:15:00 PM","3000","1386","1614","46"
"10/31/2017","11:20:00 PM","3000","2321","679","77"
"10/31/2017","11:25:00 PM","3000","1701","1299","57"
"10/31/2017","11:30:00 PM","3000","2056","944","69"
"10/31/2017","11:35:00 PM","3000","625","2375","21"
"10/31/2017","11:40:00 PM","3000","2442","558","81"
"10/31/2017","11:45:00 PM","3000","1129","1871","38"
"10/31/2017","11:50:00 PM","3000","2170","830","72"
"10/31/2017","11:55:00 PM","3000","1871","1129","62"
"11/1/2017","12:00:00 AM","3000","2451","549","82"
"11/1/2017","12:05:00 AM","3000","659","2341","22"
"11/1/2017","12:10:00 AM","3000","1371","1629","46"
"11/1/2017","12:15:00 AM","3000","1354","1646","45"
"11/1/2017","12:20:00 AM","3000","1054","1946","35"
"11/1/2017","12:25:00 AM","3000","1380","1620","46"
"11/1/2017","12:30:00 AM","3000","1323","1677","44"
"11/1/2017","12:35:00 AM","3000","2403","597","80"
"11/1/2017","12:40:00 AM","3000","1869","1131","62"
"11/1/2017","12:45:00 AM","3000","2471","529","82"
"11/1/2017","12:50:00 AM","3000","1296","1704","43"
"11/1/2017","12:55:00 AM","3000","2684","316","89"
"11/1/2017","1:00:00 AM","3000","1104","1896","37"
"11/1/2017","1:05:00 AM","3000","606","2394","20"
"11/1/2017","1:10:00 AM","3000","1874","1126","62"
"11/1/2017","1:15:00 AM","3000","1067","1933","36"
"11/1/2017","1:20:00 AM","3000","1598","1402","53"
"11/1/2017","1:25:00 AM","3000","2507","493","84"
"11/1/2017","1:30:00 AM","3000","776","2224","26"
"11/1/2017","1:35:00 AM","3000","591","2409","20"
"11/1/2017","1:40:00 AM","3000","1623","1377","54"
"11/1/2017","1:45:00 AM","3000","940","2060","31"
"11/1/2017","1:50:00 AM","3000","2075","925","69"
"11/1/2017","1:55:00 AM","3000","2258","742","75"
"11/1/2017","2:00:00 AM","3000","2133","867","71"
"11/1/2017","2:05:00 AM","3000","532","2468","18"
"11/1/2017","2:10:00 AM","3000","1571","1429","52"
"11/1/2017","2:15:00 AM","3000","2133","867","71"
"11/1/2017","2:20:00 AM","3000","2437","563","81"
"11/1/2017","2:25:00 AM","3000","1188","1812","40"
"11/1/2017","2:35:00 AM","3000","2419","581","81"
"11/1/2017","2:40:00 AM","3000","841","2159","28"
"11/1/2017","2:45:00 AM","3000","838","2162","28"
"11/1/2017","2:50:00 AM","3000","1423","1577","47"
"11/1/2017","2:55:00 AM","3000","865","2135","29"
"11/1/2017","3:00:00 AM","3000","1318","1682","44"
"11/1/2017","3:05:00 AM","3000","1063","1937","35"
"11/1/2017","3:10:00 AM","3000","2340","660","78"
"11/1/2017","3:15:00 AM","3000","1550","1450","52"
"11/1/2017","3:20:00 AM","3000","2582","418","86"
"11/1/2017","3:25:00 AM","3000","1638","1362","55"
"11/1/2017","3:30:00 AM","3000","2350","650","78"
"11/1/2017","3:35:00 AM","3000","1260","1740","42"
"11/1/2017","3:40:00 AM","3000","2683","317","89"
"11/1/2017","3:45:00 AM","3000","941","2059","31"
"11/1/2017","3:50:00 AM","3000","1551","1449","52"
"11/1/2017","3:55:00 AM","3000","1395","1605","47"
"11/1/2017","4:00:00 AM","3000","681","2319","23"
"11/1/2017","4:05:00 AM","3000","2194","806","73"
"11/1/2017","4:10:00 AM","3000","1941","1059","65"
"11/1/2017","4:15:00 AM","3000","612","2388","20"
"11/1/2017","4:20:00 AM","3000","1895","1105","63"
"11/1/2017","4:25:00 AM","3000","2514","486","84"
"11/1/2017","4:30:00 AM","3000","2344","656","78"
"11/1/2017","4:35:00 AM","3000","1382","1618","46"
"11/1/2017","4:40:00 AM","3000","1918","1082","64"
"11/1/2017","4:45:00 AM","3000","812","2188","27"
"11/1/2017","4:50:00 AM","3000","1527","1473","51"
"11/1/2017","4:55:00 AM","3000","637","2363","21"
"11/1/2017","5:00:00 AM","3000","1456","1544","49"
"11/1/2017","5:05:00 AM","3000","1735","1265","58"
"11/1/2017","5:10:00 AM","3000","2335","665","78"
"11/1/2017","5:15:00 AM","3000","1179","1821","39"
"11/1/2017","5:20:00 AM","3000","1991","1009","66"
"11/1/2017","5:25:00 AM","3000","842","2158","28"
"11/1/2017","5:30:00 AM","3000","882","2118","29"
"11/1/2017","5:35:00 AM","3000","1595","1405","53"
"11/1/2017","5:40:00 AM","3000","781","2219","26"
"11/1/2017","5:45:00 AM","3000","2358","642","79"
"11/1/2017","5:50:00 AM","3000","531","2469","18"
"11/1/2017","5:55:00 AM","3000","1929","1071","64"
"11/1/2017","6:00:00 AM","3000","1010","1990","34"
"11/1/2017","6:05:00 AM","3000","1392","1608","46"
"11/1/2017","6:10:00 AM","3000","2131","869","71"
"11/1/2017","6:15:00 AM","3000","2419","581","81"
"11/1/2017","6:20:00 AM","3000","1714","1286","57"
"11/1/2017","6:25:00 AM","3000","2367","633","79"
"11/1/2017","6:30:00 AM","3000","2604","396","87"
"11/1/2017","6:35:00 AM","3000","2375","625","79"
"11/1/2017","6:40:00 AM","3000","1943","1057","65"
"11/1/2017","6:50:00 AM","3000","2540","460","85"
"11/1/2017","6:55:00 AM","3000","2272","728","76"
"11/1/2017","7:00:00 AM","3000","2422","578","81"
"11/1/2017","7:05:00 AM","3000","1517","1483","51"
"11/1/2017","7:10:00 AM","3000","865","2135","29"
"11/1/2017","7:15:00 AM","3000","2182","818","73"
"11/1/2017","7:20:00 AM","3000","584","2416","19"
"11/1/2017","7:25:00 AM","3000","1088","1912","36"
"11/1/2017","7:30:00 AM","3000","2706","300","90"
"11/1/2017","7:35:00 AM","3000","560","2440","19"
"11/1/2017","7:40:00 AM","3000","985","2015","33"
"11/1/2017","7:45:00 AM","3000","1746","1254","58"
"11/1/2017","7:50:00 AM","3000","847","2153","28"
"11/1/2017","7:55:00 AM","3000","1900","1100","63"
"11/1/2017","8:00:00 AM","3000","891","2109","30"
"11/1/2017","8:05:00 AM","3000","1592","1408","53"
"11/1/2017","8:10:00 AM","3000","665","2335","22"
"11/1/2017","8:15:00 AM","3000","675","2325","23"
"11/1/2017","8:20:00 AM","3000","2033","967","68"
"11/1/2017","8:25:00 AM","3000","2291","709","76"
"11/1/2017","8:30:00 AM","3000","1664","1336","55"
"11/1/2017","8:35:00 AM","3000","725","2275","24"
"11/1/2017","8:40:00 AM","3000","2188","812","73"
"11/1/2017","8:45:00 AM","3000","805","2195","27"
"11/1/2017","8:55:00 AM","3000","1543","1457","51"
"11/1/2017","9:00:00 AM","3000","596","2404","20"
"11/1/2017","9:05:00 AM","3000","828","2172","28"
"11/1/2017","9:10:00 AM","3000","1160","1840","39"
"11/1/2017","9:15:00 AM","3000","705","2295","24"
"11/1/2017","9:20:00 AM","3000","1487","1513","50"
"11/1/2017","9:25:00 AM","3000","2066","934","69"
"11/1/2017","9:30:00 AM","3000","1281","1719","43"
"11/1/2017","9:35:00 AM","3000","2596","404","87"
"11/1/2017","9:40:00 AM","3000","1854","1146","62"
"11/1/2017","9:45:00 AM","3000","1977","1023","66"
"11/1/2017","9:50:00 AM","3000","2234","766","74"
"11/1/2017","9:55:00 AM","3000","1677","1323","56"
"11/1/2017","10:00:00 AM","3000","541","2459","18"
"11/1/2017","10:05:00 AM","3000","1274","1726","42"
"11/1/2017","10:10:00 AM","3000","1785","1215","60"
"11/1/2017","10:15:00 AM","3000","2279","721","76"
"11/1/2017","10:20:00 AM","3000","903","2097","30"
"11/1/2017","10:25:00 AM","3000","2496","504","83"
"11/1/2017","10:30:00 AM","3000","1919","1081","64"
"11/1/2017","10:35:00 AM","3000","2040","960","68"
"11/1/2017","10:40:00 AM","3000","908","2092","30"
"11/1/2017","10:45:00 AM","3000","1770","1230","59"
"11/1/2017","10:50:00 AM","3000","1678","1322","56"
"11/1/2017","10:55:00 AM","3000","2556","444","85"
"11/1/2017","11:00:00 AM","3000","800","2200","27"
"11/1/2017","11:05:00 AM","3000","2603","397","87"
"11/1/2017","11:10:00 AM","3000","710","2290","24"
"11/1/2017","11:15:00 AM","3000","1197","1803","40"
"11/1/2017","11:20:00 AM","3000","2347","653","78"
"11/1/2017","11:25:00 AM","3000","2178","822","73"
"11/1/2017","11:30:00 AM","3000","1515","1485","51"
"11/1/2017","11:35:00 AM","3000","653","2347","22"
"11/1/2017","11:40:00 AM","3000","737","2263","25"
"11/1/2017","11:45:00 AM","3000","1870","1130","62"
"11/1/2017","11:50:00 AM","3000","546","2454","18"
"11/1/2017","11:55:00 AM","3000","1698","1302","57"
"11/1/2017","12:00:00 PM","3000","1670","1330","56"
"11/1/2017","12:05:00 PM","3000","763","2237","25"
"11/1/2017","12:10:00 PM","3000","1119","1881","37"
"11/1/2017","12:15:00 PM","3000","585","2415","20"
"11/1/2017","12:20:00 PM","3000","1258","1742","42"
"11/1/2017","12:25:00 PM","3000","1519","1481","51"
"11/1/2017","12:30:00 PM","3000","1349","1651","45"
"11/1/2017","12:35:00 PM","3000","864","2136","29"
"11/1/2017","12:40:00 PM","3000","518","2482","17"
"11/1/2017","12:45:00 PM","3000","1547","1453","52"
"11/1/2017","12:50:00 PM","3000","2669","331","89"
"11/1/2017","12:55:00 PM","3000","2316","684","77"
"11/1/2017","1:00:00 PM","3000","1983","1017","66"
"11/1/2017","1:05:00 PM","3000","845","2155","28"
"11/1/2017","1:10:00 PM","3000","837","2163","28"
"11/1/2017","1:15:00 PM","3000","2632","368","88"
"11/1/2017","1:20:00 PM","3000","2035","965","68"
"11/1/2017","1:25:00 PM","3000","1969","1031","66"
"11/1/2017","1:30:00 PM","3000","2611","389","87"
"11/1/2017","1:35:00 PM","3000","1880","1120","63"
"11/1/2017","1:40:00 PM","3000","1857","1143","62"
"11/1/2017","1:45:00 PM","3000","1270","1730","42"
"11/1/2017","1:50:00 PM","3000","859","2141","29"
"11/1/2017","1:55:00 PM","3000","1416","1584","47"
"11/1/2017","2:00:00 PM","3000","2521","479","84"
"11/1/2017","2:05:00 PM","3000","2385","615","80"
"11/1/2017","2:10:00 PM","3000","1122","1878","37"
"11/1/2017","2:15:00 PM","3000","2313","687","77"
"11/1/2017","2:20:00 PM","3000","2497","503","83"
"11/1/2017","2:25:00 PM","3000","721","2279","24"
"11/1/2017","2:30:00 PM","3000","2526","474","84"
"11/1/2017","2:35:00 PM","3000","1334","1666","44"
"11/1/2017","2:40:00 PM","3000","2625","375","88"
"11/1/2017","2:45:00 PM","3000","2329","671","78"
"11/1/2017","2:50:00 PM","3000","1067","1933","36"
"11/1/2017","2:55:00 PM","3000","1108","1892","37"
"11/1/2017","3:00:00 PM","3000","2626","374","88"
"11/1/2017","3:05:00 PM","3000","764","2236","25"
"11/1/2017","3:15:00 PM","3000","1559","1441","52"
"11/1/2017","3:20:00 PM","3000","1190","1810","40"
"11/1/2017","3:25:00 PM","3000","1110","1890","37"
"11/1/2017","3:30:00 PM","3000","1484","1516","49"
"11/1/2017","3:35:00 PM","3000","2097","903","70"
"11/1/2017","3:40:00 PM","3000","1092","1908","36"
"11/1/2017","3:45:00 PM","3000","2199","801","73"
"11/1/2017","3:50:00 PM","3000","1624","1376","54"
"11/1/2017","3:55:00 PM","3000","1922","1078","64"
"11/1/2017","4:00:00 PM","3000","1330","1670","44"
"11/1/2017","4:05:00 PM","3000","2075","925","69"
"11/1/2017","4:10:00 PM","3000","714","2286","24"
"11/1/2017","4:15:00 PM","3000","2355","645","79"
"11/1/2017","4:20:00 PM","3000","1635","1365","55"
"11/1/2017","4:25:00 PM","3000","1640","1360","55"
"11/1/2017","4:30:00 PM","3000","868","2132","29"
"11/1/2017","4:35:00 PM","3000","2668","332","89"
"11/1/2017","4:40:00 PM","3000","2314","686","77"
"11/1/2017","4:45:00 PM","3000","1381","1619","46"
"11/1/2017","4:50:00 PM","3000","984","2016","33"
"11/1/2017","4:55:00 PM","3000","766","2234","26"
"11/1/2017","5:00:00 PM","3000","1785","1215","60"
"11/1/2017","5:05:00 PM","3000","2521","479","84"
"11/1/2017","5:10:00 PM","3000","2395","605","80"
"11/1/2017","5:15:00 PM","3000","1381","1619","46"
"11/1/2017","5:25:00 PM","3000","1758","1242","59"
"11/1/2017","5:30:00 PM","3000","2586","414","86"
"11/1/2017","5:35:00 PM","3000","1732","1268","58"
"11/1/2017","5:40:00 PM","3000","2589","411","86"
"11/1/2017","5:45:00 PM","3000","2604","396","87"
"11/1/2017","5:50:00 PM","3000","1608","1392","54"
"11/1/2017","5:55:00 PM","3000","637","2363","21"
"11/1/2017","6:00:00 PM","3000","1864","1136","62"
"11/1/2017","6:05:00 PM","3000","756","2244","25"
"11/1/2017","6:10:00 PM","3000","2156","844","72"
"11/1/2017","6:15:00 PM","3000","1180","1820","39"
"11/1/2017","6:20:00 PM","3000","720","2280","24"
"11/1/2017","6:25:00 PM","3000","1231","1769","41"
"11/1/2017","6:30:00 PM","3000","2557","443","85"
"11/1/2017","6:35:00 PM","3000","1478","1522","49"
"11/1/2017","6:40:00 PM","3000","1976","1024","66"
"11/1/2017","6:45:00 PM","3000","938","2062","31"
"11/1/2017","6:50:00 PM","3000","1529","1471","51"
"11/1/2017","6:55:00 PM","3000","1872","1128","62"
"11/1/2017","7:00:00 PM","3000","527","2473","18"
"11/1/2017","7:05:00 PM","3000","1093","1907","36"
"11/1/2017","7:10:00 PM","3000","2388","612","80"
"11/1/2017","7:15:00 PM","3000","622","2378","21"
"11/1/2017","7:20:00 PM","3000","2182","818","73"
"11/1/2017","7:25:00 PM","3000","1463","1537","49"
"11/1/2017","7:35:00 PM","3000","659","2341","22"
"11/1/2017","7:40:00 PM","3000","868","2132","29"
"11/1/2017","7:45:00 PM","3000","1237","1763","41"
"11/1/2017","7:50:00 PM","3000","658","2342","22"
"11/1/2017","7:55:00 PM","3000","920","2080","31"
"11/1/2017","8:00:00 PM","3000","1878","1122","63"
"11/1/2017","8:05:00 PM","3000","528","2472","18"
"11/1/2017","8:10:00 PM","3000","2295","705","77"
"11/1/2017","8:15:00 PM","3000","1805","1195","60"
"11/1/2017","8:20:00 PM","3000","966","2034","32"
"11/1/2017","8:25:00 PM","3000","2083","917","69"
"11/1/2017","8:30:00 PM","3000","1174","1826","39"
"11/1/2017","8:35:00 PM","3000","2278","722","76"
"11/1/2017","8:40:00 PM","3000","1892","1108","63"
"11/1/2017","8:45:00 PM","3000","509","2491","17"
"11/1/2017","8:50:00 PM","3000","1025","1975","34"
"11/1/2017","8:55:00 PM","3000","2644","356","88"
"11/1/2017","9:00:00 PM","3000","2042","958","68"
"11/1/2017","9:05:00 PM","3000","1737","1263","58"
"11/1/2017","9:10:00 PM","3000","2238","762","75"
"11/1/2017","9:15:00 PM","3000","1268","1732","42"
"11/1/2017","9:20:00 PM","3000","1854","1146","62"
"11/1/2017","9:25:00 PM","3000","1482","1518","49"
"11/1/2017","9:30:00 PM","3000","2248","752","75"
"11/1/2017","9:40:00 PM","3000","2640","360","88"
"11/1/2017","9:45:00 PM","3000","2357","643","79"
"11/1/2017","9:50:00 PM","3000","1909","1091","64"
"11/1/2017","9:55:00 PM","3000","2180","820","73"
"11/1/2017","10:00:00 PM","3000","1524","1476","51"
"11/1/2017","10:05:00 PM","3000","1009","1991","34"
"11/1/2017","10:10:00 PM","3000","2024","976","67"
"11/1/2017","10:15:00 PM","3000","2019","981","67"
"11/1/2017","10:20:00 PM","3000","1130","1870","38"
"11/1/2017","10:25:00 PM","3000","2697","303","90"
"11/1/2017","10:30:00 PM","3000","2118","882","71"
"11/1/2017","10:35:00 PM","3000","521","2479","17"
"11/1/2017","10:40:00 PM","3000","709","2291","24"
"11/1/2017","10:45:00 PM","3000","2389","611","80"
"11/1/2017","10:50:00 PM","3000","2347","653","78"
"11/1/2017","10:55:00 PM","3000","1698","1302","57"
"11/1/2017","11:00:00 PM","3000","2509","491","84"
"11/1/2017","11:05:00 PM","3000","578","2422","19"
"11/1/2017","11:10:00 PM","3000","2042","958","68"
"11/1/2017","11:15:00 PM","3000","2510","490","84"
"11/1/2017","11:20:00 PM","3000","1949","1051","65"
"11/1/2017","11:25:00 PM","3000","1538","1462","51"
"11/1/2017","11:30:00 PM","3000","1024","1976","34"
"11/1/2017","11:35:00 PM","3000","2590","410","86"
"11/1/2017","11:40:00 PM","3000","1523","1477","51"
"11/1/2017","11:50:00 PM","3000","664","2336","22"
"11/1/2017","11:55:00 PM","3000","2424","576","81"
"11/2/2017","12:05:00 AM","3000","1350","1650","45"
"11/2/2017","12:10:00 AM","3000","1892","1108","63"
"11/2/2017","12:15:00 AM","3000","1354","1646","45"
"11/2/2017","12:20:00 AM","3000","2255","745","75"
"11/2/2017","12:25:00 AM","3000","2186","814","73"
"11/2/2017","12:30:00 AM","3000","1946","1054","65"
"11/2/2017","12:35:00 AM","3000","1566","1434","52"
"11/2/2017","12:40:00 AM","3000","2005","995","67"
"11/2/2017","12:45:00 AM","3000","2091","909","70"
"11/2/2017","12:50:00 AM","3000","2502","498","83"
"11/2/2017","12:55:00 AM","3000","2161","839","72"
"11/2/2017","1:00:00 AM","3000","2234","766","74"
"11/2/2017","1:05:00 AM","3000","797","2203","27"
"11/2/2017","1:10:00 AM","3000","790","2210","26"
"11/2/2017","1:15:00 AM","3000","1518","1482","51"
"11/2/2017","1:20:00 AM","3000","1432","1568","48"
"11/2/2017","1:25:00 AM","3000","1659","1341","55"
"11/2/2017","1:30:00 AM","3000","729","2271","24"
"11/2/2017","1:35:00 AM","3000","1431","1569","48"
"11/2/2017","1:40:00 AM","3000","2631","369","88"
"11/2/2017","1:45:00 AM","3000","728","2272","24"
"11/2/2017","1:55:00 AM","3000","2043","957","68"
"11/2/2017","2:00:00 AM","3000","2360","640","79"
"11/2/2017","2:05:00 AM","3000","1724","1276","57"
"11/2/2017","2:10:00 AM","3000","1888","1112","63"
"11/2/2017","2:15:00 AM","3000","1041","1959","35"
"11/2/2017","2:20:00 AM","3000","1197","1803","40"
"11/2/2017","2:25:00 AM","3000","2543","457","85"
"11/2/2017","2:30:00 AM","3000","2295","705","77"
"11/2/2017","2:35:00 AM","3000","2014","986","67"
"11/2/2017","2:40:00 AM","3000","1376","1624","46"
"11/2/2017","2:45:00 AM","3000","525","2475","18"
"11/2/2017","2:50:00 AM","3000","2592","408","86"
"11/2/2017","2:55:00 AM","3000","2338","662","78"
"11/2/2017","3:00:00 AM","3000","1586","1414","53"
"11/2/2017","3:05:00 AM","3000","2333","667","78"
"11/2/2017","3:10:00 AM","3000","1840","1160","61"
"11/2/2017","3:15:00 AM","3000","1845","1155","62"
"11/2/2017","3:20:00 AM","3000","1616","1384","54"
"11/2/2017","3:25:00 AM","3000","1045","1955","35"
"11/2/2017","3:30:00 AM","3000","2270","730","76"
"11/2/2017","3:35:00 AM","3000","2456","544","82"
"11/2/2017","3:40:00 AM","3000","2275","725","76"
"11/2/2017","3:45:00 AM","3000","2502","498","83"
"11/2/2017","3:50:00 AM","3000","2147","853","72"
"11/2/2017","3:55:00 AM","3000","550","2450","18"
"11/2/2017","4:05:00 AM","3000","573","2427","19"
"11/2/2017","4:10:00 AM","3000","786","2214","26"
"11/2/2017","4:15:00 AM","3000","1859","1141","62"
"11/2/2017","4:20:00 AM","3000","2035","965","68"
"11/2/2017","4:25:00 AM","3000","2578","422","86"
"11/2/2017","4:30:00 AM","3000","2084","916","69"
"11/2/2017","4:35:00 AM","3000","2248","752","75"
"11/2/2017","4:40:00 AM","3000","1668","1332","56"
"11/2/2017","4:45:00 AM","3000","2514","486","84"
"11/2/2017","4:50:00 AM","3000","2202","798","73"
"11/2/2017","4:55:00 AM","3000","1376","1624","46"
"11/2/2017","5:00:00 AM","3000","1305","1695","44"
"11/2/2017","5:05:00 AM","3000","2368","632","79"
"11/2/2017","5:10:00 AM","3000","883","2117","29"
"11/2/2017","5:15:00 AM","3000","1089","1911","36"
"11/2/2017","5:20:00 AM","3000","1647","1353","55"
"11/2/2017","5:25:00 AM","3000","1165","1835","39"
"11/2/2017","5:30:00 AM","3000","1514","1486","50"
"11/2/2017","5:35:00 AM","3000","878","2122","29"
"11/2/2017","5:40:00 AM","3000","1584","1416","53"
"11/2/2017","5:45:00 AM","3000","1771","1229","59"
"11/2/2017","5:50:00 AM","3000","1845","1155","62"
"11/2/2017","5:55:00 AM","3000","1785","1215","60"
"11/2/2017","6:00:00 AM","3000","1316","1684","44"
"11/2/2017","6:05:00 AM","3000","868","2132","29"
"11/2/2017","6:10:00 AM","3000","1255","1745","42"
"11/2/2017","6:15:00 AM","3000","2532","468","84"
"11/2/2017","6:20:00 AM","3000","630","2370","21"
"11/2/2017","6:25:00 AM","3000","2240","760","75"
"11/2/2017","6:30:00 AM","3000","911","2089","30"
"11/2/2017","6:35:00 AM","3000","2565","435","86"
"11/2/2017","6:40:00 AM","3000","1561","1439","52"
"11/2/2017","6:45:00 AM","3000","911","2089","30"
"11/2/2017","6:50:00 AM","3000","1111","1889","37"
"11/2/2017","6:55:00 AM","3000","1578","1422","53"
"11/2/2017","7:00:00 AM","3000","571","2429","19"
"11/2/2017","7:05:00 AM","3000","2042","958","68"
"11/2/2017","7:10:00 AM","3000","882","2118","29"
"11/2/2017","7:15:00 AM","3000","2624","376","87"
"11/2/2017","7:20:00 AM","3000","2381","619","79"
"11/2/2017","7:25:00 AM","3000","1580","1420","53"
"11/2/2017","7:30:00 AM","3000","1148","1852","38"
"11/2/2017","7:35:00 AM","3000","2133","867","71"
"11/2/2017","7:40:00 AM","3000","2261","739","75"
"11/2/2017","7:45:00 AM","3000","2407","593","80"
"11/2/2017","7:50:00 AM","3000","1763","1237","59"
"11/2/2017","7:55:00 AM","3000","1491","1509","50"
"11/2/2017","8:00:00 AM","3000","2230","770","74"
"11/2/2017","8:05:00 AM","3000","1098","1902","37"
"11/2/2017","8:10:00 AM","3000","2652","348","88"
"11/2/2017","8:15:00 AM","3000","574","2426","19"
"11/2/2017","8:20:00 AM","3000","879","2121","29"
"11/2/2017","8:25:00 AM","3000","1666","1334","56"
